Food Name,region,diet_type,ingredients,calories,carbs,fat,protein
Vegetable Khichdi,Andaman,Veg,None,250,40,10,5
Mutton Shish Kebab,Andaman,Non-Veg,None,330,15,25,28
Lobster Curry,Andaman,Non-Veg,Seafood,370,15,22,30
Spicy Chicken Wings,Andaman,Non-Veg,None,310,10,22,30
Vegetable Pita,Andaman,Veg,None,220,30,8,7
Seafood Risotto,Andaman,Non-Veg,Seafood,350,40,20,28
Chicken Shawarma,Andaman,Non-Veg,None,320,15,20,25
Prawn Tempura Sushi,Andaman,Non-Veg,Seafood,340,40,18,25
Vegetable Dosa,Andaman,Veg,None,250,40,10,6
Mutton Seekh Kebab,Andaman,Non-Veg,None,320,10,25,30
Spicy Fish Stew,Andaman,Non-Veg,Seafood,300,15,20,25
Vegetable Quinoa Salad,Andaman,Veg,None,220,35,8,6
Seafood Risotto,Andaman,Non-Veg,Seafood,350,45,20,28
Chili Lobster,Andaman,Non-Veg,Seafood,360,10,25,30
Vegetable Roll,Andaman,Veg,None,200,30,7,6
Coconut Prawns,Andaman,Non-Veg,Seafood,330,15,20,25
Chicken Masala,Andaman,Non-Veg,None,360,15,22,30
Mutton Stew,Andaman,Non-Veg,None,380,10,30,35
Vegetable Fritters,Andaman,Veg,None,270,30,15,8
Lobster Salad,Andaman,Non-Veg,Seafood,290,12,15,25
Prawn Skewers,Andaman,Non-Veg,Seafood,320,10,20,28
Mutton Curry,Andaman,Non-Veg,None,350,15,25,30
Spicy Fish Cake,Andaman,Non-Veg,Seafood,320,15,22,25
Vegetable Pancakes,Andaman,Veg,None,250,35,8,5
Grilled Mahi Mahi,Andaman,Non-Veg,Seafood,340,10,22,28
Prawn Curry Rice,Andaman,Non-Veg,Seafood,370,50,20,30
Vegetable Chowder,Andaman,Veg,None,200,30,7,6
Chicken Biriyani,Andaman,Non-Veg,None,400,55,20,30
Seafood Tacos,Andaman,Non-Veg,Seafood,330,40,18,25
Fish and Chips,Andaman,Non-Veg,Seafood,350,45,20,25
Vegetable Kebab,Andaman,Veg,None,220,25,8,7
Spicy Crab Soup,Andaman,Non-Veg,Seafood,290,15,18,20
Coconut Rice Pudding,Andaman,Veg,Dairy,300,45,12,20
Chicken Kebab,Andaman,Non-Veg,None,300,10,20,25
Grilled Fish Fillet,Andaman,Non-Veg,Seafood,330,10,20,25
Vegetable Masala Dosa,Andaman,Veg,None,280,35,10,7
Seafood Biryani,Andaman,Non-Veg,Seafood,420,50,20,30
Mutton Soup,Andaman,Non-Veg,None,300,10,20,25
Spicy Lobster Soup,Andaman,Non-Veg,Seafood,340,15,20,28
Vegetable Uthappam,Andaman,Veg,None,260,30,8,5
Prawn Gyoza,Andaman,Non-Veg,Seafood,320,30,15,25
Chicken Masala Soup,Andaman,Non-Veg,None,300,12,20,25
Spicy Prawn Salad,Andaman,Non-Veg,Seafood,320,15,18,25
Seafood Fritters,Andaman,Non-Veg,Seafood,300,20,15,22
Chicken Curry,Andaman,Non-Veg,None,350,15,25,30
Vegetable Spring Rolls,Andaman,Veg,None,220,30,10,5
Prawn Salad,Andaman,Non-Veg,Seafood,290,12,20,25
Spicy Mutton Ribs,Andaman,Non-Veg,None,380,20,30,35
Vegetable Samosa,Andaman,Veg,None,250,30,15,8
Mutton Kofta,Andaman,Non-Veg,Dairy,330,15,25,28
Coconut Prawn Curry,Andaman,Non-Veg,Seafood,340,15,20,25
Vegetable Dosa,Andaman,Veg,None,250,40,10,6
Lobster Stir Fry,Andaman,Non-Veg,Seafood,360,10,25,30
Chicken Satay Skewers,Andaman,Non-Veg,None,300,8,15,30
Prawn Fried Rice,Andaman,Non-Veg,Seafood,340,50,15,25
Vegetable Pakora,Andaman,Veg,None,270,25,15,10
Fish Curry Rice,Andaman,Non-Veg,Seafood,340,55,15,25
Spicy Lobster Biryani,Andaman,Non-Veg,Seafood,420,55,22,30
Mutton Korma,Andaman,Non-Veg,Dairy,350,15,25,30
Vegetable Pulao,Andaman,Veg,None,250,45,10,8
Grilled Lobster,Andaman,Non-Veg,Seafood,360,10,25,30
Chicken Curry with Rice,Andaman,Non-Veg,None,400,55,20,30
Spicy Vegetable Soup,Andaman,Veg,None,200,20,5,4
Prawn Biryani,Andaman,Non-Veg,Seafood,410,55,22,30
Lobster and Prawn Skewers,Andaman,Non-Veg,Seafood,340,20,22,25
Grilled Mutton,Andaman,Non-Veg,None,340,10,25,30
Chicken and Vegetable Stir Fry,Andaman,Non-Veg,None,280,25,15,30
Spicy Crab Curry,Andaman,Non-Veg,Seafood,330,15,20,25
Hyderabadi Biryani,Telangana,Non-Veg,"Nuts, Dairy",500,65,20,25
Bagara Baingan,Telangana,Veg,None,200,15,10,3
Kheema Samosa,Telangana,Non-Veg,Gluten,300,30,18,12
Pesarattu,Telangana,Veg,None,250,35,8,10
Gongura Pachadi,Telangana,Veg,None,100,10,5,2
Qubooli,Telangana,Veg,Nuts,300,45,10,8
Hyderabadi Marag,Telangana,Non-Veg,None,450,40,30,22
Lemon Rice,Telangana,Veg,None,350,55,8,7
Telangana Chicken Curry,Telangana,Non-Veg,None,400,35,25,18
Poornalu,Telangana,Veg,Nuts,150,20,5,5
Ulavacharu,Telangana,Veg,None,180,10,7,8
Pulao,Telangana,Veg,None,300,40,10,7
Shahi Tukda,Telangana,Veg,Dairy,350,45,20,25
Saree Pappu,Telangana,Veg,None,250,40,8,12
Chili Chicken,Telangana,Non-Veg,None,350,25,22,15
Dosa,Telangana,Veg,None,200,25,8,5
Rajma,Telangana,Veg,None,300,50,5,15
Bhindi Fry,Telangana,Veg,None,180,15,10,5
Kalakand,Telangana,Veg,Dairy,250,30,15,20
Karela Fry,Telangana,Veg,None,200,10,12,5
Chicken Korma,Telangana,Non-Veg,"Nuts, Dairy",400,35,30,20
Mutton Biryani,Telangana,Non-Veg,Nuts,500,60,25,30
Rawa Kesari,Telangana,Veg,Dairy,300,50,15,25
Chana Dal,Telangana,Veg,None,250,35,6,13
Pongal,Telangana,Veg,None,300,45,10,8
Methi Thepla,Telangana,Veg,None,250,35,12,8
Khubani Ka Meetha,Telangana,Veg,None,350,50,15,30
Nizami Kebab,Telangana,Non-Veg,Nuts,400,20,30,25
Methi Paratha,Telangana,Veg,None,300,45,12,7
Masala Dosa,Telangana,Veg,None,250,30,10,8
Mutton Kheema,Telangana,Non-Veg,None,400,25,30,22
Chole Bhature,Telangana,Veg,Gluten,400,50,15,20
Gutti Vankaya,Telangana,Veg,None,200,20,12,6
Chicken Tikka,Telangana,Non-Veg,None,350,10,25,20
Masoor Dal,Telangana,Veg,None,250,40,5,12
Thalipeeth,Telangana,Veg,Gluten,300,45,12,10
Chakna,Telangana,Non-Veg,None,350,30,15,20
Aloo Gobi,Telangana,Veg,None,200,20,8,4
Rajma Chawal,Telangana,Veg,None,350,55,10,15
Chole Masala,Telangana,Veg,None,300,45,8,10
Prawns Curry,Telangana,Non-Veg,None,400,25,20,25
Tomato Rice,Telangana,Veg,None,300,50,10,7
Ghee Rice,Telangana,Veg,Dairy,350,60,15,6
Dal Tadka,Telangana,Veg,None,250,35,8,12
Hyderabadi Khichdi,Telangana,Veg,None,350,45,10,10
Chana Sundal,Telangana,Veg,None,200,30,7,8
Pesarattu Dosa,Telangana,Veg,None,250,35,10,8
Vankaya Curry,Telangana,Veg,None,200,15,10,5
Chicken Pakora,Telangana,Non-Veg,Gluten,400,20,25,15
Kabab,Telangana,Non-Veg,Nuts,350,15,30,20
Dahi Puri,Telangana,Veg,"Dairy, Gluten",250,30,12,6
Kurkuri Bhindi,Telangana,Veg,None,200,20,10,5
Bonda,Telangana,Veg,Gluten,300,30,15,12
Chicken Kebab,Telangana,Non-Veg,None,400,25,25,20
Palak Paneer,Telangana,Veg,Dairy,350,15,20,12
Methi Dal,Telangana,Veg,None,250,35,8,12
Kakara Poothi,Telangana,Veg,None,200,20,7,5
Rawa Idli,Telangana,Veg,Gluten,250,30,8,5
Sambhar,Telangana,Veg,None,150,20,5,8
Chole Tikki,Telangana,Veg,Gluten,300,40,15,12
Chicken Hyderabadi,Telangana,Non-Veg,None,400,30,25,20
Roti,Telangana,Veg,Gluten,150,30,2,5
Bhindi Masala,Telangana,Veg,None,200,15,8,5
Khichdi,Telangana,Veg,None,300,45,8,10
Rajma Tikki,Telangana,Veg,Gluten,250,35,10,12
Biryani Masala,Telangana,Veg,None,100,15,2,4
Kali Puri,Telangana,Veg,Gluten,300,40,10,6
Chana Chaat,Telangana,Veg,None,200,30,8,10
Bhajji,Telangana,Veg,Gluten,250,25,15,10
Rawa Upma,Telangana,Veg,Gluten,300,50,10,8
Hyderabadi Haleem,Telangana,Non-Veg,Gluten,450,50,25,20
Prawn Masala,Telangana,Non-Veg,None,400,30,20,25
Paneer Tikka,Telangana,Veg,Dairy,350,20,25,15
Jowar Roti,Telangana,Veg,Gluten-Free,200,40,4,6
Kofta Curry,Telangana,Veg,Dairy,350,30,20,15
Vegetable Biryani,Telangana,Veg,None,350,50,10,8
Gosht Korma,Telangana,Non-Veg,"Nuts, Dairy",400,35,30,22
Vegetable Samosa,Telangana,Veg,Gluten,250,30,15,10
Bitter Gourd Curry,Telangana,Veg,None,180,15,10,4
Vegetable Korma,Telangana,Veg,Dairy,300,40,12,10
Chicken 65,Telangana,Non-Veg,Gluten,350,25,25,20
Haleem,Telangana,Non-Veg,Gluten,450,55,20,30
Onion Pakoda,Telangana,Veg,Gluten,300,25,15,10
Palak Chole,Telangana,Veg,None,300,45,10,12
Aloo Tamatar,Telangana,Veg,None,200,25,8,6
Prawn Fry,Telangana,Non-Veg,None,350,20,25,20
Chana Palak,Telangana,Veg,None,250,35,8,10
Idli,Telangana,Veg,Gluten,200,20,4,5
Kache Aloo,Telangana,Veg,None,250,40,8,6
Rava Kesari,Telangana,Veg,Dairy,300,50,15,25
Chole Chaat,Telangana,Veg,None,200,30,10,12
Daal Bati,Telangana,Veg,Gluten,350,50,15,8
Khatta Dhokla,Telangana,Veg,Gluten,250,30,8,4
Bhindi Masala,Telangana,Veg,None,200,15,10,5
Chicken Seekh Kebab,Telangana,Non-Veg,None,350,20,25,20
Cheese Dosa,Telangana,Veg,Dairy,300,40,12,15
Beef Curry,Telangana,Non-Veg,None,400,35,30,25
Onion Chutney,Telangana,Veg,None,100,10,5,3
Chana Masala,Telangana,Veg,None,300,45,8,12
Vada Pav,Telangana,Veg,Gluten,300,35,15,12
Gongura Mutton,Telangana,Non-Veg,None,450,40,30,22
Kuttu Paratha,Telangana,Veg,Gluten-Free,250,40,12,10
Tomato Chutney,Telangana,Veg,None,80,10,2,4
Paneer Butter Masala,Telangana,Veg,Dairy,350,25,20,15
Mutton Korma,Telangana,Non-Veg,"Nuts, Dairy",400,35,30,20
Chappati,Telangana,Veg,Gluten,150,30,2,5
Aloo Methi,Telangana,Veg,None,200,25,10,6
Kaddu Ki Sabzi,Telangana,Veg,None,180,20,8,5
Chicken Masala,Telangana,Non-Veg,None,400,35,25,20
Paneer Tikka Masala,Telangana,Veg,Dairy,350,20,25,15
Biryani,Telangana,Veg,None,350,50,10,8
Chicken Keema,Telangana,Non-Veg,None,350,30,20,15
Kachori,Telangana,Veg,Gluten,250,30,15,12
Idiyappam,Tamil Nadu,Veg,None,200,30,5,6
Pongal,Tamil Nadu,Veg,None,250,35,8,8
Dosa,Tamil Nadu,Veg,None,150,20,5,4
Sambar,Tamil Nadu,Veg,None,100,15,2,4
Rasam,Tamil Nadu,Veg,None,80,10,2,3
Medu Vada,Tamil Nadu,Veg,None,180,25,9,6
Upma,Tamil Nadu,Veg,None,220,30,8,6
Thayir Sadam,Tamil Nadu,Veg,Dairy,200,25,10,6
Kuzhambu,Tamil Nadu,Veg,None,120,15,4,3
Curd Rice,Tamil Nadu,Veg,Dairy,250,30,10,8
Vada Curry,Tamil Nadu,Veg,None,300,40,12,10
Kootu,Tamil Nadu,Veg,None,150,20,6,5
Chettinad Chicken,Tamil Nadu,Non-Veg,None,400,10,20,25
Chicken Biryani,Tamil Nadu,Non-Veg,None,600,65,18,25
Fish Curry,Tamil Nadu,Non-Veg,None,350,15,18,20
Mutton Kola Urundai,Tamil Nadu,Non-Veg,None,450,12,22,25
Prawn Masala,Tamil Nadu,Non-Veg,None,400,12,20,22
Egg Curry,Tamil Nadu,Non-Veg,None,350,10,22,18
Mutton Biryani,Tamil Nadu,Non-Veg,None,650,70,20,30
Kothu Parotta,Tamil Nadu,Non-Veg,None,500,60,22,20
Masala Dosa,Tamil Nadu,Veg,None,200,25,8,6
Pesarattu,Tamil Nadu,Veg,None,180,25,7,8
Pongal Sadam,Tamil Nadu,Veg,None,250,35,9,8
Aviyal,Tamil Nadu,Veg,None,180,25,7,4
Vellai Kurma,Tamil Nadu,Veg,None,220,30,8,6
Vegetable Biryani,Tamil Nadu,Veg,None,300,45,10,8
Pulao,Tamil Nadu,Veg,None,250,35,9,6
Tomato Rice,Tamil Nadu,Veg,None,230,32,8,6
Curd Vada,Tamil Nadu,Veg,Dairy,250,30,10,7
Kollu Sundal,Tamil Nadu,Veg,None,180,15,6,7
Bisi Bele Bath,Tamil Nadu,Veg,None,280,35,8,7
Sundal,Tamil Nadu,Veg,None,150,20,5,6
Kara Kuzhambu,Tamil Nadu,Veg,None,120,15,4,3
Methi Thepla,Tamil Nadu,Veg,None,220,30,8,7
Rawa Kesari,Tamil Nadu,Veg,Dairy,300,40,15,20
Kootu Curry,Tamil Nadu,Veg,None,160,25,6,5
Coconut Rice,Tamil Nadu,Veg,None,220,30,8,6
Chappathi,Tamil Nadu,Veg,None,150,25,4,5
Rasam Rice,Tamil Nadu,Veg,None,250,35,5,7
Javvarisi Payasam,Tamil Nadu,Veg,Dairy,300,45,15,25
Poondu Kuzhambu,Tamil Nadu,Veg,None,100,12,3,2
Sambar Rice,Tamil Nadu,Veg,None,280,35,7,8
Pesarattu Dosai,Tamil Nadu,Veg,None,200,28,7,7
Mutton Chukka,Tamil Nadu,Non-Veg,None,350,15,25,20
Chicken Kothu Parotta,Tamil Nadu,Non-Veg,None,500,60,22,25
Fish Fry,Tamil Nadu,Non-Veg,None,400,20,25,15
Egg Dosai,Tamil Nadu,Non-Veg,None,300,30,20,20
Mutton Curry,Tamil Nadu,Non-Veg,None,500,20,30,25
Prawn Curry,Tamil Nadu,Non-Veg,None,350,12,18,20
Masala Egg,Tamil Nadu,Non-Veg,None,300,10,20,18
Fish Biryani,Tamil Nadu,Non-Veg,None,650,70,25,30
Chicken Chettinad,Tamil Nadu,Non-Veg,None,450,15,25,20
Kothu Chicken,Tamil Nadu,Non-Veg,None,500,60,22,22
Kothu Mutton,Tamil Nadu,Non-Veg,None,550,65,25,30
Sambar Idiyappam,Tamil Nadu,Veg,None,250,35,8,8
Puliyodarai,Tamil Nadu,Veg,None,220,30,8,7
Coconut Chutney,Tamil Nadu,Veg,None,150,10,10,5
Mango Rice,Tamil Nadu,Veg,None,250,35,8,6
Puli Sadam,Tamil Nadu,Veg,None,220,30,7,8
Curd Vada,Tamil Nadu,Veg,Dairy,250,30,10,7
Mango Pachadi,Tamil Nadu,Veg,None,180,25,8,5
Thayir Vada,Tamil Nadu,Veg,Dairy,220,30,8,6
Ghee Rice,Tamil Nadu,Veg,Dairy,300,45,15,5
Kuzhi Paniyaram,Tamil Nadu,Veg,None,250,35,10,7
Vegetable Kurma,Tamil Nadu,Veg,None,200,25,8,5
Raw Banana Fry,Tamil Nadu,Veg,None,200,30,10,6
Kootu Curry,Tamil Nadu,Veg,None,180,25,7,5
Green Gram Sundal,Tamil Nadu,Veg,None,150,20,5,7
Pongal Vada,Tamil Nadu,Veg,None,230,30,10,7
Kara Pidi,Tamil Nadu,Veg,None,180,25,7,5
Chettinad Egg Curry,Tamil Nadu,Non-Veg,None,350,15,22,20
Mutton Korma,Tamil Nadu,Non-Veg,None,400,20,25,20
Prawn Biryani,Tamil Nadu,Non-Veg,None,650,70,20,25
Chicken Ularthiyathu,Tamil Nadu,Non-Veg,None,500,20,30,22
Mutton Stew,Tamil Nadu,Non-Veg,None,400,15,25,20
Fish Moilee,Tamil Nadu,Non-Veg,None,350,15,22,18
Mutton Keema,Tamil Nadu,Non-Veg,None,450,15,25,20
Coconut Rice,Tamil Nadu,Veg,None,250,35,8,6
Vegetable Sambar,Tamil Nadu,Veg,None,180,25,7,5
Pudina Rice,Tamil Nadu,Veg,None,220,30,8,7
Tomato Chutney,Tamil Nadu,Veg,None,80,10,4,5
Venn Pongal,Tamil Nadu,Veg,None,250,35,8,6
Poha,Tamil Nadu,Veg,None,220,30,8,5
Rajma Rice,Tamil Nadu,Veg,None,300,45,10,8
Khichdi,Tamil Nadu,Veg,None,250,35,8,6
Vegetable Pulao,Tamil Nadu,Veg,None,280,40,10,7
Kootu,Tamil Nadu,Veg,None,150,20,6,5
Tamarind Rice,Tamil Nadu,Veg,None,250,35,8,6
Capsicum Rice,Tamil Nadu,Veg,None,240,30,7,6
Onion Sambar,Tamil Nadu,Veg,None,120,15,4,3
Methi Rice,Tamil Nadu,Veg,None,220,30,8,7
Chana Sundal,Tamil Nadu,Veg,None,180,20,5,7
Mango Rice,Tamil Nadu,Veg,None,220,30,7,6
Vadai Curry,Tamil Nadu,Veg,None,250,30,10,7
Kollu Sundal,Tamil Nadu,Veg,None,150,15,6,7
Pesarattu,Tamil Nadu,Veg,None,180,25,7,8
Thukpa,Sikkim,Non-Veg,None,250,30,8,15
Momos,Sikkim,Non-Veg,None,200,25,5,12
Phagshapa,Sikkim,Non-Veg,None,300,20,20,18
Kinema,Sikkim,Vegan,Soy,150,10,6,12
Gundruk,Sikkim,Vegan,None,100,12,2,8
Sel Roti,Sikkim,Vegan,Gluten,300,60,10,5
Chhurpi,Sikkim,Non-Veg,Dairy,400,10,30,20
Aloo Dum,Sikkim,Veg,None,250,35,10,5
Sichuan Noodles,Sikkim,Veg,Gluten,350,40,12,10
Yak Cheese Pizza,Sikkim,Non-Veg,Dairy,500,50,25,20
Bamboo Shoot Curry,Sikkim,Veg,None,200,20,8,5
Tibetan Bread,Sikkim,Vegan,Gluten,350,70,10,7
Pork with Bamboo Shoot,Sikkim,Non-Veg,None,400,15,30,25
Mutton Curry,Sikkim,Non-Veg,None,450,20,35,30
Dal Bhat,Sikkim,Veg,None,300,50,5,15
Bheda Ko Achar,Sikkim,Non-Veg,None,250,10,15,20
Momo Soup,Sikkim,Non-Veg,None,200,20,8,12
Tomato Chutney,Sikkim,Vegan,None,100,10,2,2
Aloo Tama,Sikkim,Veg,None,250,30,8,10
Mutton Tsukpa,Sikkim,Non-Veg,None,350,40,20,25
Chili Chicken,Sikkim,Non-Veg,None,400,20,25,30
Vegetable Fried Rice,Sikkim,Veg,None,350,55,10,8
Chicken Khaja,Sikkim,Non-Veg,None,300,25,15,20
Egg Curry,Sikkim,Non-Veg,None,350,15,20,18
Pumpkin Soup,Sikkim,Veg,None,150,20,2,5
Paneer Tikka,Sikkim,Veg,Dairy,250,12,15,20
Samosa,Sikkim,Veg,Gluten,300,35,15,10
Beef Momos,Sikkim,Non-Veg,None,250,25,10,15
Kodo Ko Roti,Sikkim,Vegan,Gluten,250,50,5,7
Mixed Vegetable Curry,Sikkim,Veg,None,200,25,8,6
Pork Dumplings,Sikkim,Non-Veg,None,300,20,15,18
Kachila,Sikkim,Non-Veg,None,350,15,20,25
Pulao,Sikkim,Veg,None,300,45,10,7
Chicken Thukpa,Sikkim,Non-Veg,None,350,30,15,20
Beef Thukpa,Sikkim,Non-Veg,None,400,25,20,25
Vegetable Momos,Sikkim,Veg,None,200,25,5,8
Chana Masala,Sikkim,Vegan,None,250,35,8,10
Chicken Pulao,Sikkim,Non-Veg,None,350,40,15,20
Potato Salad,Sikkim,Veg,None,150,20,5,4
Chili Paneer,Sikkim,Veg,Dairy,350,20,15,25
Daal Soup,Sikkim,Vegan,None,200,25,2,8
Roti,Sikkim,Vegan,Gluten,250,50,5,7
Chicken Dumplings,Sikkim,Non-Veg,None,300,25,15,20
Fish Curry,Sikkim,Non-Veg,None,350,10,25,20
Vegetable Stew,Sikkim,Veg,None,200,20,5,5
Pork Ribs,Sikkim,Non-Veg,None,400,10,30,25
Spinach Curry,Sikkim,Veg,None,150,15,5,8
Yak Meat Stew,Sikkim,Non-Veg,None,350,15,20,25
Vegetable Pakora,Sikkim,Veg,Gluten,300,25,15,10
Beef Curry,Sikkim,Non-Veg,None,400,20,25,30
Fried Fish,Sikkim,Non-Veg,None,350,15,20,25
Tomato Soup,Sikkim,Vegan,None,100,12,2,3
Chicken Skewers,Sikkim,Non-Veg,None,250,10,20,25
Vegetable Steamed Momos,Sikkim,Veg,None,200,25,5,8
Beef Stew,Sikkim,Non-Veg,None,350,20,30,25
Ginger Tea,Sikkim,Vegan,None,50,10,0,0
Yak Meat Momos,Sikkim,Non-Veg,None,250,25,10,15
Pumpkin Pie,Sikkim,Veg,Gluten,300,40,15,10
Chana Salad,Sikkim,Vegan,None,200,30,5,10
Chana Dal,Sikkim,Vegan,None,250,40,5,15
Vegetable Pulao,Sikkim,Veg,None,300,45,10,8
Mutton Momos,Sikkim,Non-Veg,None,250,25,10,18
Vegetable Soup,Sikkim,Veg,None,150,20,2,6
Tibetan Dumplings,Sikkim,Non-Veg,None,200,25,10,12
Egg Momos,Sikkim,Non-Veg,None,250,20,10,15
Vegetable Sandwich,Sikkim,Veg,Gluten,250,30,5,7
Vegetable Samosa,Sikkim,Veg,Gluten,300,35,15,10
Yak Meat Burger,Sikkim,Non-Veg,None,400,30,20,25
Vegetable Steamed Buns,Sikkim,Veg,Gluten,200,30,5,7
Pork Sausages,Sikkim,Non-Veg,None,350,15,25,20
Beef Kebabs,Sikkim,Non-Veg,None,300,20,25,30
Vegetable Pakoras,Sikkim,Veg,Gluten,300,25,15,10
Chicken Soup,Sikkim,Non-Veg,None,200,15,10,20
Beef Stir Fry,Sikkim,Non-Veg,None,350,20,25,30
Pumpkin Curry,Sikkim,Veg,None,200,25,5,8
Vegetable Korma,Sikkim,Veg,None,250,30,10,7
Chicken Salad,Sikkim,Non-Veg,None,250,20,15,25
Pork Ramen,Sikkim,Non-Veg,None,400,30,20,25
Chili Beef,Sikkim,Non-Veg,None,350,20,25,30
Pork Skewers,Sikkim,Non-Veg,None,300,20,25,30
Vegetable Salad,Sikkim,Veg,None,150,15,2,4
Chicken Burger,Sikkim,Non-Veg,None,400,30,25,20
Mutton Stew,Sikkim,Non-Veg,None,350,15,25,30
Vegetable Curry,Sikkim,Veg,None,200,25,8,6
Pork Chops,Sikkim,Non-Veg,None,400,15,25,30
Egg Salad,Sikkim,Non-Veg,None,200,5,10,15
Mutton Ribs,Sikkim,Non-Veg,None,400,20,30,25
Spinach Soup,Sikkim,Veg,None,150,15,5,5
Beef Stir Fry,Sikkim,Non-Veg,None,300,15,20,25
Vegetable Tempura,Sikkim,Veg,Gluten,300,30,15,10
Chicken Kababs,Sikkim,Non-Veg,None,300,20,20,25
Vegetable Biryani,Sikkim,Veg,None,350,60,10,8
Chicken Fried Rice,Sikkim,Non-Veg,None,350,50,15,20
Pork Belly,Sikkim,Non-Veg,None,400,15,30,25
Beef Chili,Sikkim,Non-Veg,None,350,20,25,30
Vegetable Wrap,Sikkim,Veg,Gluten,250,30,10,8
Chicken Curry,Sikkim,Non-Veg,None,350,20,20,25
Vegetable Tofu Stir Fry,Sikkim,Vegan,Soy,250,30,10,15
Pork Ribs,Sikkim,Non-Veg,None,400,15,30,25
Mutton Kebabs,Sikkim,Non-Veg,None,350,20,25,30
Vegetable Udon,Sikkim,Veg,Gluten,300,60,8,10
Chicken Satay,Sikkim,Non-Veg,None,250,10,20,25
Yak Meat Stew,Sikkim,Non-Veg,None,350,20,20,25
Pork Adobo,Sikkim,Non-Veg,None,350,15,25,20
Chicken Teriyaki,Sikkim,Non-Veg,None,300,20,15,25
Beef Soup,Sikkim,Non-Veg,None,300,10,20,25
Chicken Ramen,Sikkim,Non-Veg,None,350,40,15,20
Vegetable Stir Fry,Sikkim,Veg,None,250,30,8,7
Pork Dumplings,Sikkim,Non-Veg,None,250,25,15,20
Chicken Tikka,Sikkim,Non-Veg,None,250,10,20,25
Beef Korma,Sikkim,Non-Veg,None,400,20,25,30
Pork Stir Fry,Sikkim,Non-Veg,None,350,15,20,25
Chicken Samosa,Sikkim,Non-Veg,None,300,35,15,20
Pork Stew,Sikkim,Non-Veg,None,350,20,25,30
Chicken Pot Pie,Sikkim,Non-Veg,None,400,30,20,25
Beef Curry,Sikkim,Non-Veg,None,400,20,25,30
Aloo Tama,Sikkim,Veg,None,250,25,5,8
Chicken Kebabs,Sikkim,Non-Veg,None,300,20,20,25
Beef Chops,Sikkim,Non-Veg,None,400,30,25,30
Vegetable Skewers,Sikkim,Veg,None,250,30,5,8
Vegetable Burger,Sikkim,Veg,Gluten,300,35,15,10
Chicken Wrap,Sikkim,Non-Veg,None,300,20,20,25
Beef Samosa,Sikkim,Non-Veg,None,300,30,20,25
Pork Stir Fry,Sikkim,Non-Veg,None,350,20,25,30
Beef Ribs,Sikkim,Non-Veg,None,400,25,30,25
Chicken Korma,Sikkim,Non-Veg,None,300,25,20,25
Yak Meat Ribs,Sikkim,Non-Veg,None,400,25,30,25
Beef Pot Roast,Sikkim,Non-Veg,None,400,20,25,30
Pork Tacos,Sikkim,Non-Veg,None,300,20,20,25
Chicken Noodles,Sikkim,Non-Veg,None,350,40,15,20
Dal Baati Churma,Rajasthan,Veg,None,700,90,25,15
Gatte ki Sabzi,Rajasthan,Veg,None,400,50,18,12
Ker Sangri,Rajasthan,Veg,None,300,35,10,8
Laal Maas,Rajasthan,Non-Veg,None,600,45,35,30
Methi Thepla,Rajasthan,Veg,None,350,55,10,12
Bajra Roti,Rajasthan,Veg,None,250,45,5,7
Rajasthani Kachori,Rajasthan,Veg,None,500,60,25,10
Churma Laddu,Rajasthan,Veg,None,450,65,20,25
Roti with Pulao,Rajasthan,Veg,None,600,80,15,20
Murg Keema,Rajasthan,Non-Veg,None,550,30,40,35
Papad Ki Sabzi,Rajasthan,Veg,None,300,40,12,8
Methi Malai Chicken,Rajasthan,Non-Veg,None,650,25,45,30
Panchmel Dal,Rajasthan,Veg,None,350,50,10,15
Dahi Ke Kebab,Rajasthan,Veg,None,400,30,20,15
Jungli Maas,Rajasthan,Non-Veg,None,700,40,50,40
Sev Tameta,Rajasthan,Veg,None,300,35,15,10
Ghevar,Rajasthan,Veg,None,500,60,25,30
Kadhi Pakora,Rajasthan,Veg,None,400,50,20,15
Rajasthani Biryani,Rajasthan,Veg,None,600,75,15,20
Sangri Kachori,Rajasthan,Veg,None,500,55,25,20
Pyaaz Kachori,Rajasthan,Veg,None,450,50,20,18
Daal Kachori,Rajasthan,Veg,None,550,60,25,22
Litti Chokha,Rajasthan,Veg,None,650,70,20,15
Chane Ke Kebab,Rajasthan,Veg,None,350,40,12,15
Bajra Khichdi,Rajasthan,Veg,None,400,60,12,15
Rajasthani Khadi,Rajasthan,Veg,None,350,45,15,12
Aloo Pyaz ki Sabzi,Rajasthan,Veg,None,300,40,10,7
Gond Pak,Rajasthan,Veg,None,550,65,20,30
Besan Chilla,Rajasthan,Veg,None,400,45,15,12
Rajasthani Pulao,Rajasthan,Veg,None,600,70,15,20
Jodhpuri Mirchi Vada,Rajasthan,Veg,None,500,55,25,20
Rajma Chawal,Rajasthan,Veg,None,700,80,20,20
Lassi,Rajasthan,Veg,Dairy,150,15,3,6
Chaas,Rajasthan,Veg,Dairy,120,10,2,4
Samosa,Rajasthan,Veg,None,400,50,20,12
Dal Dhokli,Rajasthan,Veg,None,500,60,15,18
Methi Thepla with Curd,Rajasthan,Veg,None,400,55,10,12
Rajasthani Baingan Bharta,Rajasthan,Veg,None,350,45,12,10
Pyaz ke Pakode,Rajasthan,Veg,None,350,40,15,10
